date,state,district,pincode,demo_age_5_17,demo_age_17_,city
14-11-2025,Rajasthan,Jaipur,303603,2,30,jaipur
14-11-2025,Rajasthan,Jaipur,303807,0,4,jaipur
14-11-2025,Rajasthan,Jaipur,303908,2,8,jaipur
20-11-2025,Rajasthan,Jaipur,302004,3,57,jaipur
20-11-2025,Rajasthan,Jaipur,302012,7,182,jaipur
20-11-2025,Rajasthan,Jaipur,302021,1,35,jaipur
20-11-2025,Rajasthan,Jaipur,302022,0,17,jaipur
20-11-2025,Rajasthan,Jaipur,302026,0,24,jaipur
20-11-2025,Rajasthan,Jaipur,302029,10,79,jaipur
20-11-2025,Rajasthan,Jaipur,302034,0,15,jaipur
20-11-2025,Rajasthan,Jaipur,303005,2,21,jaipur
20-11-2025,Rajasthan,Jaipur,303009,0,4,jaipur
20-11-2025,Rajasthan,Jaipur,303105,1,7,jaipur
20-11-2025,Rajasthan,Jaipur,303338,1,18,jaipur
01-11-2025,Rajasthan,Jaipur,302022,2,5,jaipur
01-11-2025,Rajasthan,Jaipur,302025,0,1,jaipur
01-11-2025,Rajasthan,Jaipur,302028,0,7,jaipur
01-11-2025,Rajasthan,Jaipur,302032,0,1,jaipur
01-11-2025,Rajasthan,Jaipur,303004,0,3,jaipur
01-11-2025,Rajasthan,Jaipur,303008,0,16,jaipur
01-11-2025,Rajasthan,Jaipur,303107,0,5,jaipur
01-11-2025,Rajasthan,Jaipur,303302,0,2,jaipur
01-11-2025,Rajasthan,Jaipur,303305,1,7,jaipur
01-11-2025,Rajasthan,Jaipur,303806,2,7,jaipur
01-11-2025,Rajasthan,Jaipur,303903,1,9,jaipur
02-11-2025,Rajasthan,Jaipur,302002,2,24,jaipur
02-11-2025,Rajasthan,Jaipur,302006,0,12,jaipur
02-11-2025,Rajasthan,Jaipur,302020,3,20,jaipur
02-11-2025,Rajasthan,Jaipur,302026,1,6,jaipur
02-11-2025,Rajasthan,Jaipur,303009,0,1,jaipur
02-11-2025,Rajasthan,Jaipur,303103,0,1,jaipur
02-11-2025,Rajasthan,Jaipur,303106,1,5,jaipur
02-11-2025,Rajasthan,Jaipur,303120,0,1,jaipur
02-11-2025,Rajasthan,Jaipur,303507,0,3,jaipur
02-11-2025,Rajasthan,Jaipur,303701,0,1,jaipur
02-11-2025,Rajasthan,Jaipur,303801,0,4,jaipur
02-11-2025,Rajasthan,Jaipur,303806,0,4,jaipur
02-11-2025,Rajasthan,Jaipur,303908,1,5,jaipur
15-11-2025,Rajasthan,Jaipur,302001,3,28,jaipur
15-11-2025,Rajasthan,Jaipur,302003,1,81,jaipur
15-11-2025,Rajasthan,Jaipur,302004,3,42,jaipur
15-11-2025,Rajasthan,Jaipur,302011,0,1,jaipur
15-11-2025,Rajasthan,Jaipur,302017,1,42,jaipur
15-11-2025,Rajasthan,Jaipur,302022,0,7,jaipur
15-11-2025,Rajasthan,Jaipur,302031,3,47,jaipur
15-11-2025,Rajasthan,Jaipur,302034,2,13,jaipur
15-11-2025,Rajasthan,Jaipur,303003,2,3,jaipur
15-11-2025,Rajasthan,Jaipur,303004,0,2,jaipur
15-11-2025,Rajasthan,Jaipur,303104,3,13,jaipur
15-11-2025,Rajasthan,Jaipur,303106,1,11,jaipur
15-11-2025,Rajasthan,Jaipur,303108,0,12,jaipur
15-11-2025,Rajasthan,Jaipur,303302,0,5,jaipur
15-11-2025,Rajasthan,Jaipur,303305,3,12,jaipur
15-11-2025,Rajasthan,Jaipur,303348,3,11,jaipur
15-11-2025,Rajasthan,Jaipur,303507,0,4,jaipur
15-11-2025,Rajasthan,Jaipur,303601,0,6,jaipur
15-11-2025,Rajasthan,Jaipur,303602,0,2,jaipur
15-11-2025,Rajasthan,Jaipur,303604,4,10,jaipur
15-11-2025,Rajasthan,Jaipur,303704,1,6,jaipur
15-11-2025,Rajasthan,Jaipur,303802,0,5,jaipur
15-11-2025,Rajasthan,Jaipur,303803,0,5,jaipur
15-11-2025,Rajasthan,Jaipur,303804,2,8,jaipur
16-11-2025,Rajasthan,Jaipur,302016,0,22,jaipur
16-11-2025,Rajasthan,Jaipur,302020,2,21,jaipur
16-11-2025,Rajasthan,Jaipur,302029,4,23,jaipur
16-11-2025,Rajasthan,Jaipur,303006,0,1,jaipur
16-11-2025,Rajasthan,Jaipur,303012,2,6,jaipur
16-11-2025,Rajasthan,Jaipur,303106,0,6,jaipur
16-11-2025,Rajasthan,Jaipur,303108,1,9,jaipur
16-11-2025,Rajasthan,Jaipur,303120,1,9,jaipur
16-11-2025,Rajasthan,Jaipur,303301,0,8,jaipur
16-11-2025,Rajasthan,Jaipur,303804,0,1,jaipur
16-11-2025,Rajasthan,Jaipur,303806,0,2,jaipur
17-11-2025,Rajasthan,Jaipur,302001,1,28,jaipur
17-11-2025,Rajasthan,Jaipur,302012,14,175,jaipur
17-11-2025,Rajasthan,Jaipur,302018,0,13,jaipur
17-11-2025,Rajasthan,Jaipur,303003,2,18,jaipur
17-11-2025,Rajasthan,Jaipur,303006,2,10,jaipur
17-11-2025,Rajasthan,Jaipur,303104,0,17,jaipur
17-11-2025,Rajasthan,Jaipur,303305,1,15,jaipur
17-11-2025,Rajasthan,Jaipur,303601,0,9,jaipur
17-11-2025,Rajasthan,Jaipur,303604,1,23,jaipur
17-11-2025,Rajasthan,Jaipur,303805,0,17,jaipur
17-11-2025,Rajasthan,Jaipur,303807,0,5,jaipur
17-11-2025,Rajasthan,Jaipur,303905,1,16,jaipur
21-11-2025,Rajasthan,Jaipur,302002,3,88,jaipur
21-11-2025,Rajasthan,Jaipur,302019,7,26,jaipur
21-11-2025,Rajasthan,Jaipur,302020,0,64,jaipur
21-11-2025,Rajasthan,Jaipur,302025,0,1,jaipur
21-11-2025,Rajasthan,Jaipur,302033,0,30,jaipur
21-11-2025,Rajasthan,Jaipur,303008,1,15,jaipur
21-11-2025,Rajasthan,Jaipur,303012,1,29,jaipur
21-11-2025,Rajasthan,Jaipur,303107,1,7,jaipur
21-11-2025,Rajasthan,Jaipur,303108,1,18,jaipur
21-11-2025,Rajasthan,Jaipur,303109,1,8,jaipur
21-11-2025,Rajasthan,Jaipur,303119,0,6,jaipur
21-11-2025,Rajasthan,Jaipur,303348,0,7,jaipur
21-11-2025,Rajasthan,Jaipur,303604,2,11,jaipur
21-11-2025,Rajasthan,Jaipur,303701,0,9,jaipur
21-11-2025,Rajasthan,Jaipur,303804,1,4,jaipur
21-11-2025,Rajasthan,Jaipur,303806,0,4,jaipur
21-11-2025,Rajasthan,Jaipur,303904,2,10,jaipur
21-11-2025,Rajasthan,Jaipur,303905,2,16,jaipur
30-10-2025,Rajasthan,Jaipur,302001,2,25,jaipur
30-10-2025,Rajasthan,Jaipur,302002,5,48,jaipur
30-10-2025,Rajasthan,Jaipur,302003,1,37,jaipur
30-10-2025,Rajasthan,Jaipur,302020,2,41,jaipur
30-10-2025,Rajasthan,Jaipur,302022,1,10,jaipur
30-10-2025,Rajasthan,Jaipur,302023,0,3,jaipur
30-10-2025,Rajasthan,Jaipur,302031,3,42,jaipur
30-10-2025,Rajasthan,Jaipur,303001,0,9,jaipur
30-10-2025,Rajasthan,Jaipur,303006,1,6,jaipur
30-10-2025,Rajasthan,Jaipur,303106,2,14,jaipur
30-10-2025,Rajasthan,Jaipur,303107,0,6,jaipur
30-10-2025,Rajasthan,Jaipur,303108,5,19,jaipur
30-10-2025,Rajasthan,Jaipur,303110,2,8,jaipur
30-10-2025,Rajasthan,Jaipur,303328,2,5,jaipur
30-10-2025,Rajasthan,Jaipur,303338,0,15,jaipur
30-10-2025,Rajasthan,Jaipur,303603,2,15,jaipur
30-10-2025,Rajasthan,Jaipur,303604,6,8,jaipur
30-10-2025,Rajasthan,Jaipur,303704,2,5,jaipur
28-11-2025,Rajasthan,Jaipur,302006,3,28,jaipur
28-11-2025,Rajasthan,Jaipur,302012,16,178,jaipur
28-11-2025,Rajasthan,Jaipur,302019,3,19,jaipur
28-11-2025,Rajasthan,Jaipur,302021,3,34,jaipur
28-11-2025,Rajasthan,Jaipur,302022,1,10,jaipur
28-11-2025,Rajasthan,Jaipur,302024,0,1,jaipur
28-11-2025,Rajasthan,Jaipur,303001,0,7,jaipur
28-11-2025,Rajasthan,Jaipur,303005,4,13,jaipur
28-11-2025,Rajasthan,Jaipur,303103,0,23,jaipur
28-11-2025,Rajasthan,Jaipur,303106,0,14,jaipur
28-11-2025,Rajasthan,Jaipur,303301,4,15,jaipur
28-11-2025,Rajasthan,Jaipur,303903,0,13,jaipur
28-11-2025,Rajasthan,Jaipur,303905,1,9,jaipur
27-11-2025,Rajasthan,Jaipur,302011,0,1,jaipur
27-11-2025,Rajasthan,Jaipur,302017,7,53,jaipur
27-11-2025,Rajasthan,Jaipur,302021,4,34,jaipur
27-11-2025,Rajasthan,Jaipur,302031,0,43,jaipur
27-11-2025,Rajasthan,Jaipur,303102,2,11,jaipur
27-11-2025,Rajasthan,Jaipur,303106,2,21,jaipur
27-11-2025,Rajasthan,Jaipur,303706,3,7,jaipur
27-11-2025,Rajasthan,Jaipur,303803,0,4,jaipur
27-11-2025,Rajasthan,Jaipur,303904,1,8,jaipur
29-11-2025,Rajasthan,Jaipur,302001,2,21,jaipur
29-11-2025,Rajasthan,Jaipur,302003,0,54,jaipur
29-11-2025,Rajasthan,Jaipur,302011,0,5,jaipur
29-11-2025,Rajasthan,Jaipur,302021,0,31,jaipur
29-11-2025,Rajasthan,Jaipur,302024,0,3,jaipur
29-11-2025,Rajasthan,Jaipur,302039,3,36,jaipur
29-11-2025,Rajasthan,Jaipur,303005,0,9,jaipur
29-11-2025,Rajasthan,Jaipur,303007,1,11,jaipur
29-11-2025,Rajasthan,Jaipur,303102,2,11,jaipur
29-11-2025,Rajasthan,Jaipur,303110,1,3,jaipur
29-11-2025,Rajasthan,Jaipur,303338,0,8,jaipur
29-11-2025,Rajasthan,Jaipur,303604,2,8,jaipur
29-11-2025,Rajasthan,Jaipur,303712,2,7,jaipur
29-11-2025,Rajasthan,Jaipur,303807,1,3,jaipur
29-11-2025,Rajasthan,Jaipur,303904,2,12,jaipur
29-11-2025,Rajasthan,Jaipur,303908,0,15,jaipur
30-11-2025,Rajasthan,Jaipur,302003,2,24,jaipur
30-11-2025,Rajasthan,Jaipur,302023,0,2,jaipur
30-11-2025,Rajasthan,Jaipur,303005,0,10,jaipur
30-11-2025,Rajasthan,Jaipur,303012,0,3,jaipur
30-11-2025,Rajasthan,Jaipur,303102,0,2,jaipur
30-11-2025,Rajasthan,Jaipur,303103,0,3,jaipur
30-11-2025,Rajasthan,Jaipur,303301,1,12,jaipur
30-11-2025,Rajasthan,Jaipur,303302,0,1,jaipur
30-11-2025,Rajasthan,Jaipur,303701,0,1,jaipur
30-11-2025,Rajasthan,Jaipur,303702,0,1,jaipur
30-11-2025,Rajasthan,Jaipur,303704,0,4,jaipur
30-11-2025,Rajasthan,Jaipur,303706,0,4,jaipur
30-11-2025,Rajasthan,Jaipur,303804,1,1,jaipur
30-11-2025,Rajasthan,Jaipur,303908,0,4,jaipur
01-03-2025,Rajasthan,Jaipur,302034,46,349,jaipur
01-03-2025,Rajasthan,Jaipur,302026,54,640,jaipur
01-03-2025,Rajasthan,Jaipur,303704,26,313,jaipur
01-03-2025,Rajasthan,Jaipur,303120,62,820,jaipur
01-03-2025,Rajasthan,Jaipur,303301,126,1191,jaipur
01-03-2025,Rajasthan,Jaipur,303008,101,984,jaipur
01-03-2025,Rajasthan,Jaipur,302013,124,789,jaipur
01-04-2025,Rajasthan,Jaipur,302004,86,907,jaipur
01-04-2025,Rajasthan,Jaipur,302016,118,1406,jaipur
01-04-2025,Rajasthan,Jaipur,302013,175,881,jaipur
01-04-2025,Rajasthan,Jaipur,302003,103,1190,jaipur
01-04-2025,Rajasthan,Jaipur,302017,177,1255,jaipur
01-04-2025,Rajasthan,Jaipur,303108,162,834,jaipur
01-03-2025,Rajasthan,Jaipur,303119,137,714,jaipur
01-03-2025,Rajasthan,Jaipur,303328,58,605,jaipur
01-03-2025,Rajasthan,Jaipur,302029,233,1730,jaipur
01-03-2025,Rajasthan,Jaipur,303012,90,922,jaipur
01-03-2025,Rajasthan,Jaipur,303006,25,465,jaipur
01-05-2025,Rajasthan,Jaipur,302021,73,859,jaipur
01-05-2025,Rajasthan,Jaipur,302029,195,1553,jaipur
01-07-2025,Rajasthan,Jaipur,302020,145,1629,jaipur
01-07-2025,Rajasthan,Jaipur,302021,136,980,jaipur
01-03-2025,Rajasthan,Jaipur,303803,34,317,jaipur
01-07-2025,Rajasthan,Jaipur,302016,177,1537,jaipur
01-07-2025,Rajasthan,Jaipur,303108,194,950,jaipur
01-09-2025,Rajasthan,Jaipur,302002,5,55,jaipur
01-09-2025,Rajasthan,Jaipur,302013,2,16,jaipur
01-09-2025,Rajasthan,Jaipur,302020,5,49,jaipur
01-09-2025,Rajasthan,Jaipur,302021,4,29,jaipur
01-09-2025,Rajasthan,Jaipur,302025,0,1,jaipur
01-09-2025,Rajasthan,Jaipur,302028,2,12,jaipur
01-09-2025,Rajasthan,Jaipur,302029,4,52,jaipur
01-09-2025,Rajasthan,Jaipur,303001,2,6,jaipur
01-09-2025,Rajasthan,Jaipur,303003,0,9,jaipur
01-09-2025,Rajasthan,Jaipur,303005,1,11,jaipur
01-09-2025,Rajasthan,Jaipur,303119,4,5,jaipur
01-09-2025,Rajasthan,Jaipur,303120,1,12,jaipur
01-09-2025,Rajasthan,Jaipur,303302,1,1,jaipur
01-09-2025,Rajasthan,Jaipur,303305,5,5,jaipur
01-09-2025,Rajasthan,Jaipur,303338,1,13,jaipur
01-09-2025,Rajasthan,Jaipur,303603,2,12,jaipur
01-09-2025,Rajasthan,Jaipur,303702,3,20,jaipur
01-09-2025,Rajasthan,Jaipur,303704,0,6,jaipur
01-09-2025,Rajasthan,Jaipur,303901,0,18,jaipur
01-09-2025,Rajasthan,Jaipur,303903,1,7,jaipur
02-09-2025,Rajasthan,Jaipur,302001,6,13,jaipur
02-09-2025,Rajasthan,Jaipur,302003,1,52,jaipur
02-09-2025,Rajasthan,Jaipur,302023,0,2,jaipur
02-09-2025,Rajasthan,Jaipur,302027,2,15,jaipur
02-09-2025,Rajasthan,Jaipur,302028,2,10,jaipur
02-09-2025,Rajasthan,Jaipur,303002,2,4,jaipur
02-09-2025,Rajasthan,Jaipur,303106,7,11,jaipur
02-09-2025,Rajasthan,Jaipur,303110,6,9,jaipur
02-09-2025,Rajasthan,Jaipur,303119,2,9,jaipur
02-09-2025,Rajasthan,Jaipur,303328,1,10,jaipur
02-09-2025,Rajasthan,Jaipur,303601,2,5,jaipur
02-09-2025,Rajasthan,Jaipur,303803,0,7,jaipur
02-09-2025,Rajasthan,Jaipur,303804,5,6,jaipur
02-09-2025,Rajasthan,Jaipur,303905,0,9,jaipur
03-09-2025,Rajasthan,Jaipur,302020,1,35,jaipur
03-09-2025,Rajasthan,Jaipur,302024,0,1,jaipur
03-09-2025,Rajasthan,Jaipur,302028,1,2,jaipur
03-09-2025,Rajasthan,Jaipur,303002,0,4,jaipur
03-09-2025,Rajasthan,Jaipur,303008,3,19,jaipur
03-09-2025,Rajasthan,Jaipur,303102,1,8,jaipur
03-09-2025,Rajasthan,Jaipur,303103,8,16,jaipur
03-09-2025,Rajasthan,Jaipur,303107,1,5,jaipur
03-09-2025,Rajasthan,Jaipur,303109,0,6,jaipur
03-09-2025,Rajasthan,Jaipur,303601,0,3,jaipur
03-09-2025,Rajasthan,Jaipur,303604,1,11,jaipur
03-09-2025,Rajasthan,Jaipur,303712,4,8,jaipur
03-09-2025,Rajasthan,Jaipur,303802,0,1,jaipur
03-09-2025,Rajasthan,Jaipur,303806,0,4,jaipur
04-09-2025,Rajasthan,Jaipur,302001,3,17,jaipur
04-09-2025,Rajasthan,Jaipur,302018,1,11,jaipur
04-09-2025,Rajasthan,Jaipur,302023,0,4,jaipur
04-09-2025,Rajasthan,Jaipur,303012,1,16,jaipur
04-09-2025,Rajasthan,Jaipur,303901,0,8,jaipur
04-09-2025,Rajasthan,Jaipur,303905,2,14,jaipur
04-09-2025,Rajasthan,Jaipur,303908,1,7,jaipur
05-09-2025,Rajasthan,Jaipur,302006,4,14,jaipur
05-09-2025,Rajasthan,Jaipur,302015,2,13,jaipur
05-09-2025,Rajasthan,Jaipur,302017,4,22,jaipur
05-09-2025,Rajasthan,Jaipur,302018,0,10,jaipur
05-09-2025,Rajasthan,Jaipur,302020,2,32,jaipur
05-09-2025,Rajasthan,Jaipur,302024,0,1,jaipur
05-09-2025,Rajasthan,Jaipur,303004,1,1,jaipur
05-09-2025,Rajasthan,Jaipur,303108,4,21,jaipur
05-09-2025,Rajasthan,Jaipur,303109,0,6,jaipur
05-09-2025,Rajasthan,Jaipur,303110,0,2,jaipur
05-09-2025,Rajasthan,Jaipur,303338,0,4,jaipur
05-09-2025,Rajasthan,Jaipur,303603,0,23,jaipur
07-09-2025,Rajasthan,Jaipur,302004,2,13,jaipur
07-09-2025,Rajasthan,Jaipur,302018,0,3,jaipur
07-09-2025,Rajasthan,Jaipur,302019,0,7,jaipur
07-09-2025,Rajasthan,Jaipur,302020,1,14,jaipur
07-09-2025,Rajasthan,Jaipur,302023,1,0,jaipur
07-09-2025,Rajasthan,Jaipur,303005,0,5,jaipur
07-09-2025,Rajasthan,Jaipur,303007,0,6,jaipur
07-09-2025,Rajasthan,Jaipur,303104,0,4,jaipur
07-09-2025,Rajasthan,Jaipur,303305,0,7,jaipur
07-09-2025,Rajasthan,Jaipur,303328,0,7,jaipur
07-09-2025,Rajasthan,Jaipur,303701,0,1,jaipur
07-09-2025,Rajasthan,Jaipur,303706,0,1,jaipur
07-09-2025,Rajasthan,Jaipur,303807,0,2,jaipur
07-09-2025,Rajasthan,Jaipur,303901,1,8,jaipur
06-09-2025,Rajasthan,Jaipur,302027,2,15,jaipur
06-09-2025,Rajasthan,Jaipur,303003,2,6,jaipur
06-09-2025,Rajasthan,Jaipur,303110,1,9,jaipur
06-09-2025,Rajasthan,Jaipur,303601,1,7,jaipur
06-09-2025,Rajasthan,Jaipur,303701,1,4,jaipur
06-09-2025,Rajasthan,Jaipur,303801,2,9,jaipur
06-09-2025,Rajasthan,Jaipur,303806,0,7,jaipur
06-09-2025,Rajasthan,Jaipur,303807,0,3,jaipur
08-09-2025,Rajasthan,Jaipur,302002,5,39,jaipur
08-09-2025,Rajasthan,Jaipur,302004,0,34,jaipur
08-09-2025,Rajasthan,Jaipur,302015,1,15,jaipur
08-09-2025,Rajasthan,Jaipur,302016,4,83,jaipur
08-09-2025,Rajasthan,Jaipur,302017,6,44,jaipur
08-09-2025,Rajasthan,Jaipur,302020,6,65,jaipur
08-09-2025,Rajasthan,Jaipur,302027,0,16,jaipur
08-09-2025,Rajasthan,Jaipur,303001,0,5,jaipur
08-09-2025,Rajasthan,Jaipur,303002,0,11,jaipur
08-09-2025,Rajasthan,Jaipur,303007,3,15,jaipur
08-09-2025,Rajasthan,Jaipur,303104,0,14,jaipur
08-09-2025,Rajasthan,Jaipur,303109,1,15,jaipur
08-09-2025,Rajasthan,Jaipur,303301,3,20,jaipur
08-09-2025,Rajasthan,Jaipur,303603,5,27,jaipur
08-09-2025,Rajasthan,Jaipur,303706,0,9,jaipur
08-09-2025,Rajasthan,Jaipur,303901,5,18,jaipur
08-09-2025,Rajasthan,Jaipur,303908,3,14,jaipur
09-09-2025,Rajasthan,Jaipur,302015,1,20,jaipur
09-09-2025,Rajasthan,Jaipur,302016,3,50,jaipur
09-09-2025,Rajasthan,Jaipur,302024,0,2,jaipur
09-09-2025,Rajasthan,Jaipur,302026,2,11,jaipur
09-09-2025,Rajasthan,Jaipur,302037,0,2,jaipur
09-09-2025,Rajasthan,Jaipur,303002,1,5,jaipur
09-09-2025,Rajasthan,Jaipur,303109,3,18,jaipur
09-09-2025,Rajasthan,Jaipur,303301,4,35,jaipur
09-09-2025,Rajasthan,Jaipur,303328,3,10,jaipur
09-09-2025,Rajasthan,Jaipur,303338,1,18,jaipur
09-09-2025,Rajasthan,Jaipur,303507,0,3,jaipur
09-09-2025,Rajasthan,Jaipur,303704,2,14,jaipur
09-09-2025,Rajasthan,Jaipur,303801,3,14,jaipur
09-09-2025,Rajasthan,Jaipur,303803,5,10,jaipur
09-09-2025,Rajasthan,Jaipur,303806,3,19,jaipur
09-09-2025,Rajasthan,Jaipur,303908,0,12,jaipur
10-09-2025,Rajasthan,Jaipur,302002,3,60,jaipur
10-09-2025,Rajasthan,Jaipur,302015,1,20,jaipur
10-09-2025,Rajasthan,Jaipur,302031,4,37,jaipur
10-09-2025,Rajasthan,Jaipur,302033,2,14,jaipur
10-09-2025,Rajasthan,Jaipur,303108,2,29,jaipur
10-09-2025,Rajasthan,Jaipur,303110,4,10,jaipur
10-09-2025,Rajasthan,Jaipur,303120,1,10,jaipur
10-09-2025,Rajasthan,Jaipur,303601,1,4,jaipur
10-09-2025,Rajasthan,Jaipur,303712,6,10,jaipur
10-09-2025,Rajasthan,Jaipur,303908,1,28,jaipur
11-09-2025,Rajasthan,Jaipur,302003,3,53,jaipur
11-09-2025,Rajasthan,Jaipur,302004,3,36,jaipur
11-09-2025,Rajasthan,Jaipur,302013,3,24,jaipur
11-09-2025,Rajasthan,Jaipur,303012,2,20,jaipur
11-09-2025,Rajasthan,Jaipur,303107,0,8,jaipur
11-09-2025,Rajasthan,Jaipur,303119,4,9,jaipur
11-09-2025,Rajasthan,Jaipur,303301,7,26,jaipur
11-09-2025,Rajasthan,Jaipur,303348,2,11,jaipur
11-09-2025,Rajasthan,Jaipur,303507,1,2,jaipur
11-09-2025,Rajasthan,Jaipur,303603,4,23,jaipur
11-09-2025,Rajasthan,Jaipur,303802,0,6,jaipur
11-09-2025,Rajasthan,Jaipur,303807,2,2,jaipur
11-09-2025,Rajasthan,Jaipur,303903,1,7,jaipur
13-09-2025,Rajasthan,Jaipur,302002,3,52,jaipur
13-09-2025,Rajasthan,Jaipur,302016,5,56,jaipur
13-09-2025,Rajasthan,Jaipur,302018,3,7,jaipur
13-09-2025,Rajasthan,Jaipur,302026,3,13,jaipur
13-09-2025,Rajasthan,Jaipur,302029,4,49,jaipur
13-09-2025,Rajasthan,Jaipur,303001,0,6,jaipur
13-09-2025,Rajasthan,Jaipur,303002,1,10,jaipur
13-09-2025,Rajasthan,Jaipur,303005,2,14,jaipur
13-09-2025,Rajasthan,Jaipur,303008,5,14,jaipur
13-09-2025,Rajasthan,Jaipur,303103,1,10,jaipur
13-09-2025,Rajasthan,Jaipur,303106,2,14,jaipur
13-09-2025,Rajasthan,Jaipur,303120,4,12,jaipur
13-09-2025,Rajasthan,Jaipur,303302,0,4,jaipur
13-09-2025,Rajasthan,Jaipur,303338,3,5,jaipur
13-09-2025,Rajasthan,Jaipur,303348,0,5,jaipur
13-09-2025,Rajasthan,Jaipur,303507,0,7,jaipur
13-09-2025,Rajasthan,Jaipur,303603,5,15,jaipur
13-09-2025,Rajasthan,Jaipur,303702,2,4,jaipur
13-09-2025,Rajasthan,Jaipur,303807,2,3,jaipur
13-09-2025,Rajasthan,Jaipur,303904,1,8,jaipur
12-09-2025,Rajasthan,Jaipur,302006,2,26,jaipur
12-09-2025,Rajasthan,Jaipur,302023,0,1,jaipur
12-09-2025,Rajasthan,Jaipur,302025,0,1,jaipur
12-09-2025,Rajasthan,Jaipur,302039,6,40,jaipur
12-09-2025,Rajasthan,Jaipur,303001,0,4,jaipur
12-09-2025,Rajasthan,Jaipur,303003,2,4,jaipur
12-09-2025,Rajasthan,Jaipur,303103,0,16,jaipur
12-09-2025,Rajasthan,Jaipur,303104,3,9,jaipur
12-09-2025,Rajasthan,Jaipur,303121,1,0,jaipur
12-09-2025,Rajasthan,Jaipur,303301,9,36,jaipur
12-09-2025,Rajasthan,Jaipur,303302,1,6,jaipur
12-09-2025,Rajasthan,Jaipur,303305,3,7,jaipur
12-09-2025,Rajasthan,Jaipur,303328,3,10,jaipur
12-09-2025,Rajasthan,Jaipur,303348,0,10,jaipur
12-09-2025,Rajasthan,Jaipur,303903,3,16,jaipur
15-09-2025,Rajasthan,Jaipur,302003,2,56,jaipur
15-09-2025,Rajasthan,Jaipur,302006,1,20,jaipur
15-09-2025,Rajasthan,Jaipur,302026,0,16,jaipur
15-09-2025,Rajasthan,Jaipur,302033,2,21,jaipur
15-09-2025,Rajasthan,Jaipur,302034,2,12,jaipur
15-09-2025,Rajasthan,Jaipur,303003,3,7,jaipur
15-09-2025,Rajasthan,Jaipur,303006,2,24,jaipur
15-09-2025,Rajasthan,Jaipur,303104,0,8,jaipur
15-09-2025,Rajasthan,Jaipur,303106,1,20,jaipur
15-09-2025,Rajasthan,Jaipur,303108,8,34,jaipur
15-09-2025,Rajasthan,Jaipur,303704,5,10,jaipur
15-09-2025,Rajasthan,Jaipur,303706,1,6,jaipur
15-09-2025,Rajasthan,Jaipur,303801,1,9,jaipur
15-09-2025,Rajasthan,Jaipur,303802,0,4,jaipur
15-09-2025,Rajasthan,Jaipur,303807,1,2,jaipur
15-09-2025,Rajasthan,Jaipur,303903,0,25,jaipur
14-09-2025,Rajasthan,Jaipur,302021,3,7,jaipur
14-09-2025,Rajasthan,Jaipur,302024,0,1,jaipur
14-09-2025,Rajasthan,Jaipur,302031,2,27,jaipur
14-09-2025,Rajasthan,Jaipur,303009,0,1,jaipur
14-09-2025,Rajasthan,Jaipur,303012,1,10,jaipur
14-09-2025,Rajasthan,Jaipur,303104,0,3,jaipur
14-09-2025,Rajasthan,Jaipur,303105,0,3,jaipur
14-09-2025,Rajasthan,Jaipur,303805,1,8,jaipur
14-09-2025,Rajasthan,Jaipur,303806,0,1,jaipur
14-09-2025,Rajasthan,Jaipur,303905,1,8,jaipur
17-09-2025,Rajasthan,Jaipur,302003,4,62,jaipur
17-09-2025,Rajasthan,Jaipur,302016,9,77,jaipur
17-09-2025,Rajasthan,Jaipur,302033,5,34,jaipur
17-09-2025,Rajasthan,Jaipur,302039,2,32,jaipur
17-09-2025,Rajasthan,Jaipur,303105,2,11,jaipur
17-09-2025,Rajasthan,Jaipur,303106,1,23,jaipur
17-09-2025,Rajasthan,Jaipur,303119,2,10,jaipur
17-09-2025,Rajasthan,Jaipur,303120,2,7,jaipur
17-09-2025,Rajasthan,Jaipur,303348,0,4,jaipur
17-09-2025,Rajasthan,Jaipur,303603,1,17,jaipur
17-09-2025,Rajasthan,Jaipur,303706,0,10,jaipur
17-09-2025,Rajasthan,Jaipur,303904,1,7,jaipur
17-09-2025,Rajasthan,Jaipur,303908,6,4,jaipur
16-09-2025,Rajasthan,Jaipur,302001,2,33,jaipur
16-09-2025,Rajasthan,Jaipur,302005,0,1,jaipur
16-09-2025,Rajasthan,Jaipur,302011,0,5,jaipur
16-09-2025,Rajasthan,Jaipur,302012,22,149,jaipur
16-09-2025,Rajasthan,Jaipur,302018,1,8,jaipur
16-09-2025,Rajasthan,Jaipur,302020,5,57,jaipur
16-09-2025,Rajasthan,Jaipur,302021,1,25,jaipur
16-09-2025,Rajasthan,Jaipur,302022,3,4,jaipur
16-09-2025,Rajasthan,Jaipur,302029,4,52,jaipur
16-09-2025,Rajasthan,Jaipur,302033,3,31,jaipur
16-09-2025,Rajasthan,Jaipur,303001,1,5,jaipur
16-09-2025,Rajasthan,Jaipur,303005,2,7,jaipur
16-09-2025,Rajasthan,Jaipur,303007,3,10,jaipur
16-09-2025,Rajasthan,Jaipur,303106,1,19,jaipur
16-09-2025,Rajasthan,Jaipur,303119,3,11,jaipur
16-09-2025,Rajasthan,Jaipur,303301,8,19,jaipur
16-09-2025,Rajasthan,Jaipur,303302,0,5,jaipur
16-09-2025,Rajasthan,Jaipur,303348,2,10,jaipur
16-09-2025,Rajasthan,Jaipur,303602,0,8,jaipur
